contacto;periodo;categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;domicilio_comuna;domicilio_barrio;domicilio_calle;domicilio_altura;domicilio_esquina_proxima;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto
00017784/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-17;00:32:23;4.0;BARRACAS;LUZURIAGA;246.0;;-34.6369599560495;-58.38907344818911;App BA 147;Femenino;Abierto;
00017925/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-17;09:09:52;7.0;FLORES;ASAMBLEA AV.;;LAUTARO;-34.63967828946389;-58.4503722590295;App BA 147;Femenino;Abierto;
00018229/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-17;11:34:08;1.0;CONSTITUCION;TACUARI;1010.0;;-34.61988147801789;-58.3786531490157;Operador FIXIT;Masculino;Abierto;
00018249/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-17;11:41:11;7.0;FLORES;TERRERO;769.0;;-34.6179403419343;-58.46041140289311;App BA 147;Femenino;Abierto;
00018348/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-17;12:23:06;15.0;AGRONOMIA;SAN MARTIN AV.;;ZAMUDIO;-34.5975839056952;-58.483237567372;App BA 147;Femenino;Abierto;
00018486/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-17;13:38:35;10.0;MONTE CASTRO;BAIGORRIA;5100.0;;-34.6178219602716;-58.51420399910729;App BA 147;Femenino;Abierto;
00018782/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-17;16:45:22;14.0;PALERMO;PARAGUAY;5144.0;;-34.57989971804589;-58.4304550339155;Operador GCBA;Femenino;Abierto;
00018789/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-17;16:49:02;6.0;CABALLITO;GOYENA, PEDRO AV.;611.0;;-34.6259269964062;-58.4365164274341;Comuna;Masculino;Abierto;
00018818/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-17;17:00:51;10.0;FLORESTA;PORTELA;239.0;;-34.6350569173454;-58.472080500618;App BA 147;Masculino;Abierto;
00018916/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-17;17:56:30;15.0;PATERNAL;LINNEO;2051.0;;-34.6029099743382;-58.4735764396364;GCS Web;Femenino;Abierto;
00019098/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-17;19:23:39;7.0;PARQUE CHACABUCO;CACHIMAYO;950.0;;-34.63141995119;-58.439967532899;App BA 147;Femenino;Abierto;
00019334/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-17;21:36:17;12.0;VILLA PUEYRREDON;COCHRANE;3035.0;;-34.580891843386;-58.50976082700051;App BA 147;Femenino;Abierto;
00019919/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-18;11:03:43;1.0;SAN TELMO;DEFENSA;800.0;;-34.6171089480862;-58.37164173666471;Operador FIXIT;Femenino;Abierto;
00020027/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-18;11:56:42;11.0;VILLA SANTA RITA;MAGARIÑOS CERVANTES, A.;2729.0;;-34.6121660638976;-58.4775241964608;App BA 147;Femenino;Abierto;
00020168/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-18;13:03:46;9.0;MATADEROS;FRAGATA TRINIDAD;1601.0;;-34.6568954163073;-58.5217586895459;App BA 147;Femenino;Abierto;
00020811/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-18;19:11:00;4.0;PARQUE PATRICIOS;ALBERTI;1965.0;;-34.6329829528907;-58.39851775824371;GCS Web;Femenino;Abierto;
00021179/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-19;03:13:39;8.0;VILLA SOLDATI;BOULEVARD OLIMPICO ZUBIAU, JOSE BENJAMIN;4400.0;;-34.674940512786;-58.4547828706343;App BA 147;Femenino;Abierto;
00021516/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-19;10:01:48;14.0;PALERMO;CORDOBA AV.;4747.0;;-34.5931619419764;-58.4316185162739;GCS Web;Femenino;Abierto;
00021651/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-19;11:18:31;8.0;VILLA LUGANO;ALVAREZ, CRISOSTOMO;4592.0;;-34.6620427566179;-58.47500776579579;App BA 147;Masculino;Abierto;
00021809/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-19;12:40:27;11.0;VILLA GRAL. MITRE;CAMARONES;1607.0;;-34.6044734658042;-58.46436630390311;App BA 147;Femenino;Abierto;
00021810/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-19;12:40:30;15.0;VILLA CRESPO;JUSTO, JUAN B. AV.;3800.0;;-34.6033505962985;-58.4566013305066;Comuna;Masculino;Abierto;
00022057/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-19;15:16:08;13.0;NUÑEZ;CORREA;2387.0;;-34.5436102902799;-58.47176791860389;App BA 147;Femenino;Abierto;
00022099/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-19;15:37:06;11.0;VILLA GRAL. MITRE;CAMARONES;1600.0;;-34.6044382582583;-58.464026793873;App BA 147;Femenino;Abierto;
00022105/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-19;15:39:41;11.0;VILLA GRAL. MITRE;ALVAREZ, DONATO, TTE. GRAL. AV.;2004.0;;-34.6043048031214;-58.4643024199562;App BA 147;Femenino;Abierto;
00022153/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-19;16:00:28;3.0;BALVANERA;RIVADAVIA AV.;3265.0;;-34.6105183816695;-58.4125927064154;App BA 147;Femenino;Abierto;
00022437/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-19;19:13:02;13.0;BELGRANO;ECHEVERRIA;1677.0;;-34.5587696374208;-58.4488474934005;App BA 147;Femenino;Abierto;
00022552/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-19;20:41:00;8.0;VILLA SOLDATI;LAFUENTE;2750.0;;-34.6591729943562;-58.4431968212543;App BA 147;Femenino;Abierto;
00022583/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-19;21:07:15;8.0;VILLA SOLDATI;TABARE;3167.0;;-34.6638964198418;-58.4400111701932;GCS Web;Femenino;Abierto;
00022589/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-19;21:12:47;8.0;VILLA SOLDATI;TABARE;3175.0;;-34.66396169407911;-58.4400865483633;GCS Web;Femenino;Abierto;
00022848/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-20;08:47:52;10.0;VILLA REAL;SIMBRON;5388.0;;-34.6172419664383;-58.52285832658421;GCS Web;Femenino;Abierto;
00022867/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-20;09:02:50;3.0;BALVANERA;DISCEPOLO, ENRIQUE SANTOS;1810.0;;-34.6033403359365;-58.39270868334791;App BA 147;Masculino;Abierto;
00023051/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-20;10:46:50;8.0;VILLA SOLDATI;TABARE;3173.0;;-34.66396169407911;-58.4400865483633;GCS Web;Femenino;Abierto;
00023557/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-20;15:24:06;8.0;VILLA LUGANO;LARRAZABAL;3007.0;;-34.6672791171557;-58.4839738115431;App BA 147;Femenino;Abierto;
00023673/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-20;16:41:56;12.0;VILLA PUEYRREDON;COCHRANE;;ARGERICH;-34.5806499983541;-58.5092940322468;GCS Web;Masculino;Abierto;
00023708/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-20;17:05:55;4.0;PARQUE PATRICIOS;CHUTRO, PEDRO, PROF., DR.;3035.0;;-34.6421690511282;-58.40558127864701;GCS Web;Femenino;Abierto;
00024039/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-20;22:10:22;4.0;BOCA;ALVAR NUÑEZ;340.0;;-34.644687612302;-58.3639521517659;GCS Web;Masculino;Abierto;
00024146/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-21;00:29:27;2.0;RECOLETA;GALLO;1421.0;;-34.5937303254531;-58.410161169761;App BA 147;Femenino;Abierto;
00024458/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-21;10:28:43;6.0;CABALLITO;REPETTO, NICOLAS, DR.;1355.0;;-34.606965724305;-58.45024873729901;GCS Web;Masculino;Abierto;
00024471/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-21;10:33:02;13.0;COLEGIALES;CIUDAD DE LA PAZ;1450.0;;-34.5680154811211;-58.452222927916;GCS Web;Femenino;Abierto;
00024672/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-21;11:59:18;12.0;SAAVEDRA;DEHEZA;4800.0;;-34.5516206217123;-58.49599542165171;App BA 147;Femenino;Abierto;
00024896/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-21;13:34:04;3.0;BALVANERA;DISCEPOLO, ENRIQUE SANTOS;1870.0;;-34.6041451316021;-58.3933590743338;App BA 147;Masculino;Abierto;
00025050/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-21;14:57:29;9.0;PARQUE AVELLANEDA;RECUERDOS DE PROVINCIA;4639.0;;-34.6542607202576;-58.47616266334079;App BA 147;Femenino;Abierto;
00025188/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-21;15:55:55;1.0;MONSERRAT;CHILE;1151.0;;-34.61647318337261;-58.38237898622329;GCS Web;Masculino;Abierto;
00025573/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-21;19:59:21;12.0;VILLA URQUIZA;JURAMENTO;5800.0;;-34.5821836233056;-58.4897066307839;App BA 147;Masculino;Abierto;
00025621/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-21;20:31:33;10.0;VERSALLES;MADERO;500.0;;-34.6340440716483;-58.525711031527;GCS Web;Femenino;Abierto;
00025870/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-22;03:36:41;9.0;MATADEROS;ALBERDI, JUAN BAUTISTA AV.;5866.0;;-34.6520747073627;-58.5026814720337;GCS Web;Masculino;Abierto;
00025927/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-22;08:13:40;4.0;BARRACAS;SALMUN FEIJOO, JOSE AARON;956.0;;-34.6427107434133;-58.3779538702867;App BA 147;Femenino;Abierto;
00026132/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-22;12:14:18;9.0;PARQUE AVELLANEDA;ESCALADA AV.;1328.0;;-34.6496736728141;-58.48908987214229;App BA 147;Femenino;Abierto;
00026268/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-22;14:18:20;3.0;BALVANERA;RIVADAVIA AV.;2034.0;;-34.6094887916655;-58.39544081705811;GCS Web;Masculino;Abierto;
00026314/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-22;15:04:02;10.0;VELEZ SARSFIELD;BENEDETTI, OSVALDO E., DIP.NAC.;200.0;;-34.6368476875851;-58.4822673907785;GCS Web;Femenino;Abierto;
00026323/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-22;15:11:24;7.0;FLORES;PEDERNERA;504.0;;-34.6348296935879;-58.46172084848121;App BA 147;Masculino;Abierto;
00026417/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-22;16:56:12;7.0;PARQUE CHACABUCO;VIEL;2015.0;;-34.6400261696095;-58.42769781066499;GCS Web;Femenino;Abierto;
00026465/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-22;18:23:35;1.0;RETIRO;PARAGUAY;1278.0;;-34.5981791071471;-58.3851980147087;GCS Web;Masculino;Abierto;
00026559/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-22;20:22:37;5.0;ALMAGRO;GASCON;116.0;;-34.6108529185575;-58.42454136918679;App BA 147;Masculino;Abierto;
00026565/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-22;20:26:55;9.0;LINIERS;LEGUIZAMON, MARTINIANO;88.0;;-34.6401120943252;-58.51955557659039;GCS Web;Masculino;Abierto;
00026728/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-23;09:35:33;10.0;FLORESTA;BOGOTA;3500.0;;-34.6293363104172;-58.47813071932071;App BA 147;Femenino;Abierto;
00026797/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-23;10:55:26;5.0;BOEDO;BOCAYUVA, QUINTINO;1616.0;;-34.632292906084;-58.42044634242821;App BA 147;Masculino;Abierto;
00026833/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-23;11:34:06;7.0;FLORES;CULPINA;435.0;;-34.6351387405497;-58.4646849131007;App BA 147;Masculino;Abierto;
00027117/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-23;16:54:45;4.0;BOCA;CARBONARI, FRANCISCO, CMTE.;1651.0;;-34.6422136999255;-58.3607425998586;GCS Web;Femenino;Abierto;
00027286/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-23;20:30:43;10.0;FLORESTA;SAN BLAS;4200.0;;-34.6206083932602;-58.495098157097;App BA 147;Femenino;Abierto;
00027294/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-23;20:36:19;11.0;VILLA GRAL. MITRE;BUFANO, ALFREDO R.;2296.0;;-34.6068220430417;-58.47612210410828;App BA 147;Masculino;Abierto;
00027335/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-23;21:02:19;1.0;CONSTITUCION;IRIGOYEN, BERNARDO DE;849.0;;-34.6180860523515;-58.3799063352053;App BA 147;Femenino;Abierto;
00027375/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-23;21:50:19;12.0;SAAVEDRA;CORREA;4650.0;;-34.5537774601991;-58.4939718378081;App BA 147;Masculino;Abierto;
00027378/22;202201;SEGURIDAD;OTROS;Cuidacoches (Trapitos);Reporte;2022-01-23;21:54:41;14.0;PALERMO;MALABIA;1720.0;;-34.5898670719573;-58.4257810482793;App BA 147;Masculino;Abierto;
00027462/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-23;23:45:49;2.0;RECOLETA;POSADAS;1725.0;;-34.5858982318007;-58.38976772529939;App BA 147;Masculino;Abierto;
00027515/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-24;01:39:45;9.0;MATADEROS;TANDIL;5498.0;;-34.6548556878512;-58.4938211783924;App BA 147;Femenino;Abierto;
00028013/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-24;10:36:25;6.0;CABALLITO;MACIEL, FRANCISCO A.;970.0;;-34.6096716563308;-58.44511268663221;GCS Web;Masculino;Abierto;
00028059/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-24;10:50:10;13.0;NUÑEZ;CABILDO AV.;4231.0;;-34.5449186094509;-58.47111376341721;GCS Web;Femenino;Abierto;
00028891/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-24;16:53:40;7.0;FLORES;FERNANDEZ MORENO, BALDOMERO;2044.0;;-34.6347232870752;-58.4534707083941;GCS Web;Femenino;Abierto;
00029276/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-24;20:49:59;1.0;SAN NICOLAS;MITRE, BARTOLOME;1310.0;;-34.607571321825;-58.38518397649489;App BA 147;Masculino;Abierto;
00029288/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-24;20:57:52;13.0;COLEGIALES;MATIENZO, BENJAMIN, TENIENTE;2915.0;;-34.5771007354869;-58.4440153841935;App BA 147;Masculino;Abierto;
00029435/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-24;23:12:24;15.0;VILLA CRESPO;ALVAREZ, JULIAN;837.0;;-34.5977363643959;-58.431460102678;App BA 147;Masculino;Abierto;
00029525/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-25;00:16:29;12.0;COGHLAN;NUÑEZ;3402.0;;-34.5550531075147;-58.47619493086989;App BA 147;Masculino;Abierto;
00029769/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-25;03:25:50;15.0;VILLA ORTUZAR;GIRIBONE;1301.0;;-34.5796212987362;-58.4607841473911;App BA 147;Femenino;Abierto;
00030242/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-25;11:23:56;9.0;LINIERS;CAAGUAZU;5800.0;;-34.6409439177973;-58.51179419379361;GCS Web;Femenino;Abierto;
00031290/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-25;21:07:49;12.0;SAAVEDRA;BALBIN, RICARDO, DR. AV.;4597.0;;-34.5542518002883;-58.496660144069;App BA 147;Femenino;Abierto;
00031309/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-25;21:37:49;13.0;COLEGIALES;ARREDONDO, VIRREY;2699.0;;-34.5694993125469;-58.4528727906499;App BA 147;Masculino;Abierto;
00031587/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-26;07:10:17;4.0;NUEVA POMPEYA;BARROS PAZOS, JOSE;1800.0;;-34.6467705635982;-58.43186349827229;App BA 147;Femenino;Abierto;
00031589/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-26;07:15:42;3.0;BALVANERA;AGUERO;100.0;;-34.6093887780894;-58.4132006812899;GCS Web;Femenino;Abierto;
00031811/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-26;10:16:45;13.0;BELGRANO;LORETO, VIRREY;2234.0;;-34.5663303389066;-58.4491561244643;App BA 147;Femenino;Abierto;
00032128/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-26;12:25:25;9.0;LINIERS;ERCILLA;6600.0;;-34.6506591942859;-58.5139074089723;App BA 147;Masculino;Abierto;
00032692/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-26;17:16:09;12.0;VILLA URQUIZA;GALVAN;3465.0;;-34.5630420617969;-58.49065636323339;App BA 147;Femenino;Abierto;
00032799/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-26;18:27:00;7.0;FLORES;LAUTARO;772.0;;-34.6355691986456;-58.4536728450467;App BA 147;Femenino;Abierto;
00032954/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-26;20:43:08;4.0;NUEVA POMPEYA;TABARE;1420.0;;-34.6514566451152;-58.4242111464569;App BA 147;Femenino;Abierto;
00033083/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-26;23:36:03;10.0;VILLA REAL;CUNEO, FRANCISCO;2570.0;;-34.6170610182481;-58.5219679045013;GCS Web;Femenino;Abierto;
00033565/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-27;09:03:18;9.0;PARQUE AVELLANEDA;FERNANDEZ MORENO, BALDOMERO;3847.0;;-34.64687522504;-58.4718898520433;App BA 147;Masculino;Abierto;
00033710/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-27;10:11:30;11.0;VILLA SANTA RITA;JUSTO, JUAN B. AV.;6007.0;;-34.6206997113578;-58.4796315656721;App BA 147;Femenino;Abierto;
00033800/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-27;10:53:18;11.0;VILLA DEVOTO;MISTRAL, GABRIELA;3948.0;;-34.5955834543716;-58.5150995186182;App BA 147;Femenino;Abierto;
00033912/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-27;11:45:20;13.0;NUÑEZ;PICO;1501.0;;-34.5362684539326;-58.4655936535573;App BA 147;Femenino;Abierto;
00033992/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-27;12:26:24;1.0;CONSTITUCION;TACUARI;1015.0;;-34.6200017376152;-58.37874113829449;Operador FIXIT;Masculino;Abierto;
00034043/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-27;12:53:32;4.0;BOCA;VALLE, ARISTOBULO DEL;1076.0;;-34.6353753301319;-58.367927774066;GCS Web;Femenino;Abierto;
00034062/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-27;13:04:18;2.0;RECOLETA;BILLINGHURST;;GUEMES;-34.5907923452765;-58.4105100311023;GCS Web;Masculino;Abierto;
00034091/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-27;13:17:10;2.0;RECOLETA;CORDOBA AV.;2101.0;;-34.59964999384189;-58.3973063265662;App BA 147;Masculino;Abierto;
00034166/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-27;13:54:08;7.0;PARQUE CHACABUCO;BILBAO, FRANCISCO;;PUMACAHUA;-34.6321729946119;-58.4527420400986;App BA 147;Masculino;Abierto;
00034837/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-27;20:42:52;5.0;ALMAGRO;TREINTA Y TRES ORIENTALES;531.0;;-34.61962230283611;-58.424278536411;App BA 147;Masculino;Abierto;
00034930/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-27;23:00:32;13.0;BELGRANO;LORETO, VIRREY;2236.0;;-34.5663466732984;-58.4491673612504;App BA 147;Femenino;Abierto;
00035330/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-28;10:27:02;7.0;FLORES;BONORINO, ESTEBAN, CNEL. AV.;;SALVIGNY (NO OFICIAL) - JOSE HERNANDEZ;-34.6466369375223;-58.4434078936908;GCS Web;Femenino;Abierto;
00035730/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-28;13:19:59;1.0;SAN NICOLAS;MAIPU;543.0;;-34.6017530856608;-58.3766981882899;App BA 147;Femenino;Abierto;
00036195/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-28;18:14:50;5.0;ALMAGRO;QUITO;;YAPEYU;-34.616752039787;-58.42157109548229;App BA 147;Femenino;Abierto;
00036208/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-28;18:21:26;10.0;VILLA LURO;VIRGILIO;136.0;;-34.6363670167461;-58.501211008596;App BA 147;Masculino;Abierto;
00036215/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-28;18:25:42;5.0;ALMAGRO;QUITO;3900.0;;-34.61677844387039;-58.4213779602402;App BA 147;Femenino;Abierto;
00036246/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-28;18:51:07;15.0;VILLA ORTUZAR;CHORROARIN AV.;1408.0;;-34.580277617779;-58.469605813857;App BA 147;Femenino;Abierto;
00036267/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-28;19:04:03;6.0;CABALLITO;FERRARI, ANTONINO M.;1000.0;;-34.6258180159831;-58.4414280229922;App BA 147;Masculino;Abierto;
00036365/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-28;20:20:57;1.0;SAN NICOLAS;RODRIGUEZ PEÑA;115.0;;-34.6076500730008;-58.39064629300879;GCS Web;Femenino;Abierto;
00036413/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-28;21:20:34;13.0;BELGRANO;VIDAL;1700.0;;-34.5679515008254;-58.45717245284511;App BA 147;Masculino;Abierto;
00036525/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-29;02:37:29;7.0;FLORES;ALBERDI, JUAN BAUTISTA AV.;1864.0;;-34.629091601059;-58.4545662617628;App BA 147;Femenino;Abierto;
00036660/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-29;09:46:03;4.0;BOCA;ALVAR NUÑEZ;160.0;;-34.6430198561845;-58.36483235260921;App BA 147;Masculino;Abierto;
00036769/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-29;11:32:41;11.0;VILLA GRAL. MITRE;FIGUEROA, D. APOLINARIO, CORONEL;2009.0;;-34.6145413491919;-58.4639628871747;GCS Web;Masculino;Abierto;
00036770/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-29;11:33:14;11.0;VILLA GRAL. MITRE;FIGUEROA, D. APOLINARIO, CORONEL;2044.0;;-34.614770652197;-58.4642175765005;GCS Web;Masculino;Abierto;
00037289/22;202201;SEGURIDAD;OTROS;Cuidacoches (Trapitos);Reporte;2022-01-29;22:53:36;14.0;PALERMO;ARMENIA;1908.0;;-34.5880051956997;-58.42522541708839;App BA 147;Femenino;Abierto;
00037325/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-29;23:55:10;15.0;VILLA ORTUZAR;PLAZA;1765.0;;-34.5749103193521;-58.4704613700576;App BA 147;Masculino;Abierto;
00037655/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-30;13:16:15;15.0;PARQUE CHAS;CAMPILLO;2625.0;;-34.5863811352337;-58.4741809163686;App BA 147;Masculino;Abierto;
00037739/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-30;15:03:12;15.0;PATERNAL;MATURIN;2610.0;;-34.5994747097089;-58.46350613122721;App BA 147;Masculino;Abierto;
00037745/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-30;15:18:18;11.0;VILLA DEL PARQUE;NOGOYA;3031.0;;-34.60240272287719;-58.4910802504387;App BA 147;Femenino;Abierto;
00037765/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-30;15:58:35;9.0;PARQUE AVELLANEDA;MEDINA;1784.0;;-34.6525353082857;-58.4735781306301;App BA 147;Masculino;Abierto;
00037816/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-30;17:31:06;15.0;CHACARITA;FRAGA;1130.0;;-34.5830383252413;-58.45930626993871;App BA 147;Masculino;Abierto;
00038141/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-31;00:05:46;7.0;FLORES;ALBERDI, JUAN BAUTISTA AV.;1886.0;;-34.6292103944435;-58.4549619035181;App BA 147;Femenino;Abierto;
00038279/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-31;06:51:26;8.0;VILLA LUGANO;POLA;;SAYOS;-34.6736017030222;-58.4700022207963;App BA 147;Masculino;Abierto;
00038655/22;202201;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-01-31;11:17:47;3.0;SAN CRISTOBAL;DEAN FUNES;1180.0;;-34.6238430886979;-58.4058231934594;App BA 147;Femenino;Abierto;
