contacto;periodo;categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;domicilio_comuna;domicilio_barrio;domicilio_calle;domicilio_altura;domicilio_esquina_proxima;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto
00103103/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-11;15:51:41;13.0;NUÑEZ;PICO;2329.0;;-34.5402792414087;-58.4734841066351;GCS Web;Femenino;Abierto;
00103269/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-11;17:14:48;14.0;PALERMO;CHARCAS;;MALABIA;-34.586103015392;-58.41988991934;GCS Web;Femenino;Abierto;
00103322/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-11;17:40:14;12.0;SAAVEDRA;PICO;3340.0;;-34.544093294282;-58.4836697405899;GCS Web;Femenino;Abierto;
00103613/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-11;20:38:55;6.0;CABALLITO;FLORES, VENANCIO, GRAL.;95.0;;-34.6141722619812;-58.4321862895622;App BA 147;Masculino;Abierto;
00103739/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-11;22:09:37;1.0;SAN TELMO;BOLIVAR;1033.0;;-34.6199443102698;-58.372963122711;GCS Web;Masculino;Abierto;
00103795/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-11;23:25:32;9.0;MATADEROS;GUAMINI;1717.0;;-34.6573956757838;-58.5161417387497;App BA 147;Femenino;Abierto;
00103816/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-12;00:20:55;7.0;FLORES;ARROTEA;922.0;;-34.6402537351286;-58.4589631169435;App BA 147;Femenino;Abierto;
00103966/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-12;10:39:20;14.0;PALERMO;THAMES;1319.0;;-34.5900856734659;-58.4340815292566;App BA 147;Femenino;Abierto;
00103976/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-12;10:43:41;9.0;MATADEROS;SUAREZ, JOSE LEON;2840.0;;-34.6690044614019;-58.5050031968019;App BA 147;Femenino;Abierto;
00103977/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-12;10:44:49;9.0;PARQUE AVELLANEDA;AMEGHINO, FLORENTINO, DR.;975.0;;-34.6459665561366;-58.4837775938997;App BA 147;Femenino;Abierto;
00104065/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-12;11:38:18;7.0;PARQUE CHACABUCO;ZUVIRIA;382.0;;-34.6291099021158;-58.4316653054674;App BA 147;Femenino;Abierto;
00104127/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-12;12:22:03;12.0;VILLA PUEYRREDON;CURUPAYTI;3244.0;;-34.5816829430064;-58.513325990978;GCS Web;Masculino;Abierto;
00104183/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-12;13:05:25;13.0;BELGRANO;SUCRE, ANTONIO JOSE DE, MCAL.;1600.0;;-34.559282017939;-58.4471281918255;App BA 147;Femenino;Abierto;
00104207/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-12;13:16:17;5.0;BOEDO;BOCAYUVA, QUINTINO;1620.0;;-34.6323744633111;-58.4204493653178;App BA 147;Masculino;Abierto;
00104238/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-12;13:43:41;5.0;ALMAGRO;SARMIENTO;4100.0;;-34.6047388821943;-58.4227024885525;App BA 147;Femenino;Abierto;
00104243/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-12;13:44:41;5.0;ALMAGRO;GASCON;509.0;;-34.6057530195488;-58.4244790106783;App BA 147;Femenino;Abierto;
00104244/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-12;13:45:53;5.0;ALMAGRO;GASCON;602.0;;-34.6043858483147;-58.4243749681168;App BA 147;Femenino;Abierto;
00104624/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-12;19:11:25;7.0;FLORES;ARANGUREN, JUAN F., DR.;2444.0;;-34.6233207882168;-58.4658195784718;App BA 147;Masculino;Abierto;
00104853/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-12;23:59:40;5.0;ALMAGRO;REPUBLICA BOLIVARIANA DE VENEZUELA;4480.0;;-34.6183173062001;-58.4282933570786;App BA 147;Femenino;Abierto;
00104860/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-13;00:26:03;10.0;MONTE CASTRO;BERMUDEZ;1824.0;;-34.6213207332187;-58.5071492153971;App BA 147;Femenino;Abierto;
00104905/22;202203;SEGURIDAD;OTROS;Mayor presencia policial;Reporte;2022-03-13;02:39:14;11.0;VILLA DEL PARQUE;NAZARRE;;CAMPANA;-34.6030405669166;-58.4959906184939;App BA 147;Masculino;Abierto;
